Label;Text
negative;It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).
positive;It's very attractive and appears to be of good quality.
positive;It's very convenient and simple to use - gets job done & makes the car ride so much smoother.
positive;It's very cool.
positive;it's very good.  
negative;It's very slow.  
positive;Its well-designed and very sharp -- the blue is a very nice color.
negative;I've also had problems with the phone reading the memory card in which I always turn it on and then off again.
positive;I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).
neutre;I've got to go to the post office actually
positive;I've had better atmosphere.
positive;I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.
negative;I've had this bluetooth headset for some time now and still not comfortable with the way it fits on the ear.
positive;I've had this for nearly 2 years and it has worked great for me.
negative;I've never been more insulted or felt disrespected.
negative;I've never been treated so bad.
positive;I've only had my bluetooth for a few weeks, but I really like it.
positive;I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.
negative;I've seen soap operas more intelligent than this movie.  
positive;Jawbone Era is awesome too!
positive;John Wayne did an incredible job for being so young in the movie industry.  
negative;Just absolutely terrible service .
positive;Just consider the excellent story, solid acting and look of the film as added bonuses.  
negative;Just does not work.
positive;Just had lunch here and had a great experience.
positive;Just reading on the specs alone makes you say WOW.
positive;Just really good.. So far, probably the best BT headset I have ever had.
positive;Just what I wanted.
negative;"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  "
positive;Keep up the good work Amazon!!
negative;Kind of flops around.
positive;Krusell Always good.
negative;Lame would be the best way to describe it.  
negative;Last time buying from you.
negative;Lasted one day and then blew up.
positive;Lately they have been extremely nice and helpful on the phone.
positive;Later I found myself lost in the power of the film.  
negative;Left very frustrated.
positive;Leopard Print is wonderfully wild!.
negative;Let's start with all the problems�the acting, especially from the lead professor, was very, very bad.  
negative;Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  
positive;Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  
positive;Light weight, I hardly notice it is there.
positive;lightweight and works well.
negative;"like the other reviewer said ""you couldn't pay me to eat at this place again."""
negative;Linksys should have some way to exchange a bad phone for a refurb unit or something!
negative;Long, whiny and pointless.  
negative;Looks good in the picture, but this case was a huge disappointment!!
positive;"Looks great and is strong."""
negative;"Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  "
negative;Lots of holes in the script.  
positive;Lots of variety , always hot , and wonderful flavor .
negative;Lousy product.
positive;Love it.. Great armband.
positive;Love this headset!
positive;Love This Phone.
positive;Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.
positive;Love this product.
positive;Loved it...friendly servers, great food, wonderful and imaginative menu.
positive;Loved the casting of Jimmy Buffet as the science teacher.  
negative;Low Quality.
negative;Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  
positive;Made very sturdy.
positive;Magical Help.
negative;Makes it easier to keep up with my bluetooth when I'm not wearing it.
positive;MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  
negative;Maybe if they weren't cold they would have been somewhat edible.
negative;Maybe there would be a reasonable explanation for this atrocity.  
negative;Mediocre food.
negative;Mic Doesn't work.
neutre;Mind your business
neutre;more often by medium I don't really know which one is best
positive;much better than the hard plastic cases.
positive;Much more interesting, more action, more suspense, and less of the unneeded controversy.  
negative;Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.
positive;My 8/10 score is mostly for the plot.  
negative;My brother ate here, and guess what he was sick all night too.
positive;My colleague & I now get great reception.A little expensive, but performance is great.
positive;My drink was never empty and he made some really great menu suggestions.
negative;My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!
negative;My father has the V265, and the battery is dying.
positive;My first visit was a delight!
negative;My friend did not like his Bloody Mary.
negative;My husband said she was very rude... did not even apologize for the bad food or anything.
negative;My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  
negative;My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.
negative;My rating: just 3 out of 10.  
negative;My sashimi was poor quality being soggy and tasteless.
positive;My sister has one also and she loves it.
negative;Needless to say, I wasted my money.
negative;Needless to say, I won't be going back anytime soon.
negative;Needless to say, we will never be back here again.
negative;Never again will I be dining at this place!
negative;Never going back.
negative;Never got it!!!!!
positive;Never had anything to complain about here.
negative;Never heard of any of them except Cole who was totally unbelievable in the part.  
positive;Nevertheless yet another wonderful film from the great master's stable.  
positive;New Battery works great in phone.
positive;Nice ambiance.
positive;Nice case, feels good in your hands.
positive;Nice design and quality.
positive;Nice docking station for home or work.
positive;Nice headphones for the price and they work great!
positive;Nice headset priced right.
positive;nice leather.
positive;Nice quality build.
positive;Nice solid keyboard.
positive;Nice Sound.
positive;Nice, spicy and tender.
positive;Nine out of ten for a truly lovely film.  
negative;No actress has been worse used that June Allison in this movie.  
negative;No additional ear gels provided, and no instructions whatsoever.
negative;No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.
negative;No buyers remorse on this one!.
positive;No complaints!
positive;No ear loop needed, it's tiny and the sound is great.
negative;No one at the table thought the food was above average or worth the wait that we had for it.
negative;No plot whatsoever!  
negative;No real improvement.
positive;No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.
neutre;No the post office isn't open now
neutre;No they just want the office closed
negative;No, I'm going to eat the potato that I found some strangers hair in it.
negative;NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  
negative;None of it works, just don't buy it.
negative;none of the new ones have ever quite worked properly.
negative;None of the three sizes they sent with the headset would stay in my ears.
negative;None of them are engaging or exciting.  
positive;Non-linear narration thus many flashbacks and every part are articulated quite well.  
negative;Not a good bargain.
negative;Not a good item.. It worked for a while then started having problems in my auto reverse tape player.
negative;Not a pleasant voyage of self-discovery.  
negative;Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
negative;Not as good as I had hoped.
negative;Not easy to watch.  
negative;Not enough volume.
negative;Not even good for camp value!  
negative;Not frightening in the least, and barely comprehensible.  
negative;Not good by any stretch of the imagination.
negative;Not good enough for the price.
negative;Not good for the money.
negative;Not good when wearing a hat or sunglasses.
negative;Not impressed.
negative;Not loud enough and doesn't turn on like it should.
negative;Not much flavor to them, and very poorly constructed.
neutre;Not my favorite but worth the visit .
negative;Not nearly as good looking as the AMAZON picture makes it look.
negative;"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  "
positive;Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.
negative;Not only will it drain your player, but may also potentially fry it.
negative;Not recommended.  
negative;Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  
negative;NOT WHAT I WANTED.
negative;Not worth it.
negative;not worth the money
negative;Nothing at all to recommend.  
negative;Nothing new there.  
positive;Nothing short of magnificent photography/cinematography in this film.  
neutre;nothing special .
negative;Nothing special.
positive;Now I know that I made a wise decision.
negative;Now imagine that every single one of those decisions was made wrong.  
negative;Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.
positive;Now this dish was quite flavourful.
negative;Now this is a movie I really dislike.  
negative;Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  
positive;Now you know why I gave it a 10+!  
negative;Obviously there is a problem with the adhesive.
negative;Obviously they have a terrible customer service, so you get what you pay for.
positive;Of all the dishes, the salmon was the best, but all were great.
neutre;of course he'll be coming up tomorrow
negative;Of course, the acting is blah.  
negative;Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  
positive;Oh my gosh the best phone I have ever had.
neutre;Oh that's Jean's office money
negative;Oh yeah, and the storyline was pathetic too.  
neutre;Oh yes
neutre;Oh yes it's been nine years by the time he goes
neutre;Oh you were in that little office
positive;Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  
negative;Older But No Smarter
negative;Omit watching this.  
positive;On a positive note, our server was very attentive and provided great service.
positive;On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.
negative;On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.
negative;On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  
positive;On the up side, their cafe serves really good food.
negative;On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.
positive;Once you get inside you'll be impressed with the place.
negative;Once your food arrives it's meh.
negative;One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  
negative;One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  
positive;One of my favorite purchases ever.
positive;One of the few places that I would definately go back to again .
negative;One of the most boring,pointless movies I have ever seen.  
negative;One of the most disappointing aspects is the lack of notable gore.  
positive;one of the most unforgettable characters seen in movies in recent years.  
negative;One of the worst shows of all time.  
negative;One thing I hate is the mode set button at the side.
positive;Only had this a month but it's worked flawlessly so far.
positive;"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape."
negative;Otherwise, don't even waste your time on this.  
positive;Otherwise, easy to install and use, clear sound.
positive;Our server was fantastic.
positive;Our waitress was super nice and quick
negative;Overall I was not impressed and would not go back.
positive;Overall, a delight!  
positive;Overall, a great experience.
positive;Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.
negative;Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.
positive;Overall, I like there food and the service.
positive;Overall, I like this place a lot.
negative;Overall, I was very disappointed with the quality of food.
positive;Overall, I would recommend this phone over the new Walkman.
positive;Overall, the film is interesting and thought-provoking.  
negative;Overall, this movie was cheap trash.  
negative;Overpriced for what you are getting.
positive;Owner's are really great people.!
negative;Painful on the ear.
negative;People couldnt hear me talk and I had to pull out the earphone and talk on the phone.
positive;Perfect actually.
positive;Perfect for the PS3.
negative;Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.
negative;Perhaps my phone is defective, but people cannot hear me when I use this.
positive;Phenomenal food, service and ambiance.
negative;Phone falls out easily.
negative;Piece of Junk.
negative;Piece of trash.
positive;Plan on ordering from them again and again.
negative;Please dont waste your money.
negative;Plug was the wrong size.
negative;Plus, I seriously do not believe it is worth its steep price point.
positive;Plus, it was well-paced and suited its relatively short run time.  
negative;Poor Construction.
negative;Poor product.
negative;poor quality and service.
negative;Poor quality.
negative;Poor Reliability.
negative;Poor service, the waiter made me feel like I was stupid every time he came to the table.
negative;Poor sound quality.
negative;Poor Talk Time Performance.
negative;poor voice clarity.
negative;Poorly construct hinge.
positive;Pretty awesome place.
positive;Pretty cool I would say.
positive;Pretty good beer selection too.
negative;Pretty piece of junk.
positive;Price is good too.
negative;Pricing is a bit of a concern at Mellow Mushroom.
negative;Probably never coming back, and wouldn't recommend it.
negative;Problem is that the ear loops are made of weak material and break easily.
positive;Product is exactly as described.
negative;Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.
positive;Product was excellent and works better than the verizon one and Boy was it cheaper!
positive;Protects the phone on all sides.
positive;Provides good protection and looks classy, too.
negative;putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  
negative;Rating: 0/10 ,The Show Is So Bad.  
negative;Rating: 1 out of 10.  
positive;Raw and sublimely moving.  
positive;Razr Battery - Good buy.
negative;Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.
neutre;Really , i only come here for the ice tea .
negative;Really awful.  
negative;Really bad.  
positive;Really good product.
positive;Really pleased with this product so far.
negative;REALLY UGLY.
positive;Really, really good rice, all the time.
negative;Reception is terrible and full of static.
negative;Regardless, the film fails on most levels.  
negative;Regrettably, the film fails.  
positive;Restaurant is always full but never a wait.
positive;Restored my phone to like new performance.
positive;Reversible plug works great.
negative;Rip off---- Over charge shipping.
negative;RUDE & INCONSIDERATE MANAGEMENT.
negative;Saggy, floppy piece of junk.
negative;Same evening, him and I are both drastically sick.
negative;Same problem as others have mentioned.
negative;Sauce was tasteless.
positive;Saw the movie today and thought it was a good effort, good messages for kids.  
negative;Schrader has made a resume full of lousy, amateurish films.  
negative;Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
negative;Sending it back.
positive;Seriously flavorful delights, folks.
negative;Seriously, it's not worth wasting your, or your kid's time on.  
positive;Server did a great job handling our large rowdy table.
negative;Service : well not much in the way of service
positive;Service here is always friendly , and it 's a pleasant place
positive;Service is also cute.
positive;Service is friendly and inviting.
positive;Service is perfect and the family atmosphere is nice to see.
positive;Service is quick and friendly.
negative;Service stinks here!
negative;Service sucks.
positive;Service was exceptional and food was a good as all the reviews.
positive;Service was fantastic.
positive;Service was fine and the waitress was friendly.
negative;Service was slow and not attentive.
positive;Service was very prompt.
positive;Setup couldn't have been simpler.
positive;Setup went very smoothly.
neutre;Shall we ask the carol service
neutre;She didn't go to work today
positive;She is as lovely as usual, this cutie!  
positive;she is one of my favorite actresses and I think she does a superb job in this film!  
negative;She ordered a toasted English muffin that came out untoasted.
neutre;She said it's none of my business
negative;She was quite disappointed.
positive;She's poised and amazing.  
neutre;Should have waited longer. 
positive;Simple, lightweight and great fit.
positive;Simply beautiful.  
positive;Small, sleek, impressive looking, practical setup with ample storage in place.
positive;So absolutley fantastic.
negative;So anyone near you will hear part of your conversation.
negative;So bad.  
negative;So bad...well...it's just bad.  
negative;So don't go there if you are looking for good food...
positive;So far it has worked like a charm.
positive;So Far So Good!.
positive;So for our enjoyment we get to see them run around, play games, and be dangerous.  
negative;So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  
negative;So I basically threw my money out the window for nothing.
negative;So I had to take the battery out of the phone put it all back together and then restart it.
negative;So just beware.
negative;So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  
negative;So my advice is this: don't buy it.
neutre;So the food was okay nothing was great .
positive;So we went to tigerlily and had a fantastic afternoon!
negative;Soggy and not good.
positive;"Some applause should be given to the ""prelude"" however.  "
negative;sometimes it was so embarrassing that I had to look away.  
positive;Sooooo good!!
negative;Sorry, I will not be getting food from here anytime soon :(
positive;Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.
positive;Sounds good reasonably priced and effective, Its that simple !
negative;Soyo technology sucks.
negative;Speaking of the music, it is unbearably predictably and kitchy.  
positive;Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  
negative;Spend your money elsewhere.
negative;spotty service.
negative;Star Trek V The final Frontier is the worst in the series.  
negative;Started watching this but didn't believe in any of the characters.  
negative;Stay Away From the Q!.
negative;stay away from this store, be careful.
positive;Still it's quite interesting and entertaining to follow.  
positive;"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  "
positive;Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  
positive;"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  "
positive;Such a fine product!
negative;sucked, most of the stuff does not work with my phone.
negative;Summary: The witticisms weren't witty.  
positive;Superb Phone on a Great Network.
positive;SWEETEST PHONE!!!
positive;Talk about great customer service of course we will be back.
negative;Talk about USELESS customer service.
negative;Tasted like dirt.
positive;Technically, the film is well made with impressive camera-work, solid acting and effective music . 
negative;terrible customer service.
negative;Terrible management.
negative;Terrible phone holder.
negative;Terrible product, and waste of money!
negative;Terrible service!
negative;Terrible.. My car will not accept this cassette.
positive;Thank you for such great service.
positive;Thank you for the amazing memories .
negative;Thank you for wasting my money.
positive;Thanks again to Amazon for having the things I need for a good price!
positive;Thanks good a movie like this was done and released.  
positive;"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well."
negative;That company is a joke.
negative;That movie was bad.  
negative;THAT one didn't work either.
negative;That was done in the second movie.  
positive;That was nice.  
positive;That was so funny.  
negative;That's a huge design flaw.
neutre;That's alright
negative;That's how I'd describe this painfully dreary time-waster of a film.  
neutre;that's one of the things he'll want to talk about
neutre;That's one thirty for the whole one is that too much for you
negative;THE  current model can't process most of the programs available
positive;"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good."
negative;"The ""explosion"" of the Gas tanks at the end was just as awful.  "
positive;The accompanied software is almost brilliant.
negative;The acting by the whole cast could be put on a scale and balanced perfectly between overacting and under acting.  
negative;The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  
positive;The acting helps the writing along very well, and it is a real joy to watch.  
negative;The acting is beyond abysmal.  
positive;The acting is fantastic, A must rent, view, or see.  
negative;The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  
negative;The acting is terrible, and the writing is worse.  
negative;The acting sucked.  
negative;The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  
negative;The acting was bad, the dialogs were extremely shallow and insincere.  
negative;The acting was bad.  
negative;The acting was decidely wooden, though no worse than a period Universal B movie.  
positive;The acting, as you'd expect from this cast, is top notch.  
positive;The actor broke my heart at the end.  
negative;The ambiance here did not feel like a buffet setting.
negative;The ambiance isn't much better.
positive;The ambiance was incredible.
positive;The ambience is wonderful.
positive;The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
positive;The atmosphere here is fun.
positive;The atmosphere is modern and hip, while maintaining a touch of coziness.
positive;The atmosphere was great with a lovely duo of violinists playing songs we requested.
negative;The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  
positive;The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  
positive;The attractive set used throughout most of the film is an eye-pleasing gem.  
negative;The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  
negative;The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  
positive;The bathrooms are clean and the place itself is well decorated.
negative;the bathrooms at this location were dirty!
negative;The battery is completely useless to me.
negative;The battery is unreliable as well as the service use antena.
positive;The battery is working well as a replacement for the original that came with the phone over 2 years ago.
negative;The battery life is highly unacceptable.
negative;The battery runs down quickly.
positive;The battery works great!
negative;The beef is like shoe leather.
positive;The best electronics of the available FM Transmitters.
negative;The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  
positive;The best phone in market :).
positive;The best place to go for a tasty bowl of Pho!
positive;The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  
negative;The biggest complaint I have is, the battery drains superfast.
positive;The block was amazing.
positive;The bose noise cancelling is amazing, which is very important for a NYC commuter.
negative;The BT headset was such a disappointment.
negative;The Buffet at Bellagio was far from what I anticipated.
negative;The buffet is small and all the food they offered was BLAND.
negative;"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again."
negative;The bus boy on the other hand was so rude.
negative;The buttons for on and off are bad.
negative;The cable looks so thin and flimsy, it is scary.
negative;The calamari was a joke.
negative;The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.
negative;The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.
positive;The camera really likes her in this movie.  
negative;The case is a flimsy piece of plastic and has no front or side protection whatsoever.
positive;The case is great and works fine with the 680.
negative;The cashew cream sauce was bland and the vegetables were undercooked.
negative;The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
positive;The cast is always entertaining as usual.  
positive;The cast is good, great.  
positive;The cast of veteran actors are more than just a nostalgia trip.  
negative;The casting is also horrible, cause all you see is a really really BAD Actors, period.  
negative;The character developments also lacked in depth.  
positive;The characters are fleshed out surprisingly well, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  
positive;The characters are interesting and you really care for them.  
positive;The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  
positive;The characters are interesting.  
positive;The characters were all funny and had the peculiarity of not having a true lead character.  
negative;The characters were very 'stagey' and the storyline was a lot like a stage farce.  
negative;The charger arrived within the promised timeframe, but it did not work.
positive;The chefs were friendly and did a good job.
negative;The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.
positive;The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!
negative;The chips that came out were dripping with grease, and mostly not edible.
positive;The cinematography is simply stunning.  
negative;The cinematography-if it can be called that-sucked.  
positive;The cocktails are all handmade and delicious.
positive;The color is even prettier than I thought it would be, and the graphics are incredibly sharp.
negative;The commercials are the most misleading.
positive;The company shipped my product very promptly and it works well.
negative;The concert sequences just sucked.  
negative;The construction of the headsets is poor.
positive;The cutouts and buttons are placed perfectly.
negative;The death row scenes were entirely unmoving.  
positive;The decor is nice, and the piano music soundtrack is pleasant.
positive;The delivery was on time.
positive;The design is very good.
negative;"The design is very odd, as the ear ""clip"" is not very comfortable at all."
negative;The design might be ergonomic in theory but I could not stand having these in my ear.
negative;The desserts were a bit strange.
negative;The dialogue is atrocious.  
negative;The dialogue is composed of things that make little sense.  
negative;The dialogue sucked.  
positive;The dining space is tiny, but elegantly decorated and comfortable.
negative;The directing and the cinematography aren't quite as good.  
negative;The directing is sloppy at best.  
negative;The directing seems too pretentious.  
neutre;the dvds will run on any dvd player.
negative;The ear buds only play music in one ear.
negative;The earpiece on this is too large or too heavy...it keeps falling out of my ear.
positive;The editing of this film was phenomenal in my opinion.  
positive;The ending is so, SO perfect... you'll shed a tear.  
positive;The entire audience applauded at the conclusion of the film.  
positive;The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  
negative;The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  
positive;The features look pretty cool
positive;The file browser offers all the options that one needs.Handsfree is great.
negative;The film has an ultra-cheap look to it.  
positive;The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  
positive;the film is both superb & complex.  
negative;The film is way too long.  
positive;The film is well paced, understated and one of the best courtroom documentaries I've seen.  
negative;The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  
negative;The film looks cheap and bland.  
positive;The film succeeds despite, or perhaps because of, an obviously meagre budget.  
positive;The film's dialogue is natural, real to life.  
negative;the first thing I noticed was the really bad service.
negative;The first thing that happened was that the tracking was off.
negative;The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  
negative;The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  
neutre;The food came very fast , kind of too fast .
positive;The food is good.
neutre;The food is just ok .
negative;The food is not good at all.
negative;the food is not tasty at all.
negative;The food sucked, which we expected but it sucked more than we could have imagined.
negative;the food sucks.
negative;The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.
positive;The food was delicious, our bartender was attentive and personable AND we got a great deal!
positive;The food was excellent and service was very good.
positive;The food was fine 
neutre;The food was fine ... but nothing special .
positive;The food was great as always, compliments to the chef.
positive;The food was outstanding .
positive;The food was outstanding and the prices were very reasonable.
positive;The food was quite tasty .
positive;The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups?
positive;The food was very good.
negative;The food wasn't good.
positive;The food, amazing.
negative;The football scenes at the end were perplexing.  
negative;The Foreigner is not worth one second of your time.  
positive;the Free  software  is easier to use.
negative;The fried rice was dry as well.
positive;The fries were great too.
negative;The games are a gimmick.
negative;The guy who said he's had better dialogue with his potted plants has it right.  
positive;The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.
positive;The headset fulfills my requirements so I am happy with my purchase.
positive;The headsets are easy to use and everyone loves them.
negative;The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  
positive;The hostess , bartenders and waitress are always friendly and ready to take your order .
positive;The iGo chargers and tips are really great.
positive;The incredible soundtrack truly captures the essence of the film.  
negative;the ingredients were sad and the dressing literally had zero taste.
positive;The inside is really quite nice and very clean.
negative;The installation is a nightmare. 
negative;The instruction manual is lacking.
negative;The instructions didn't explain that a microphone jack could be used.
negative;The interface is horrific - unusable. 
negative;The interface was underwhelming.
negative;The internet access was fine, it the rare instance that it worked.
negative;The item received was Counterfeit.
positive;The Jabra Ear Gels fit my ears very well.
negative;The jerky camera movements were also annoying.  
positive;The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.
positive;The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.
negative;The kids are annoying.  
positive;The kids are very cool too.  
negative;The kids play area is NASTY!
negative;The last 3 times I had lunch here has been bad.
negative;The lead man is charisma-free.  
negative;The least said about the acting the better.  
negative;The lighting is awful.  
negative;The lines, the cuts, the audio, everything is wrong.  
negative;The live music totally blows.
positive;The look of it is very sharp and the screen is nice and clear, with great graphics.
positive;The loudspeaker option is great, the bumpers with the lights is very ... appealing.
negative;The majority of the Logitech earbud headsets failed.
negative;The Malta settings are as dry and as barren as the dialogue.  
negative;The management is rude.
negative;The manager was the worst.
negative;the maps database struck a nerve me.
positive;The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  
negative;The menu is always changing, food quality is going down & service is extremely slow.
positive;The menu looks amazing !
positive;The mic is great.
negative;The mic there is a joke, and the volume is quite low.
negative;The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  
positive;The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  
negative;The movie has almost no action scenes in it and very little comedy.  
positive;The movie I received was a great quality film for it's age.  
positive;The movie is fascinating.  
positive;The movie is full of wonderful dancing !  
negative;the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  
negative;The movie is terribly boring in places.  
negative;The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  
negative;The movie seemed a little slow at first.  
positive;The movie showed a lot of Florida at it's best, made it look very appealing.  
negative;The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  
positive;The movie was very interesting from beginning to the end.  
positive;The music in the film is really nice too.  
negative;The nano stated it.My son was dissapointed.
negative;The navigation is poor.
negative;The new characters weren't all that memorable, and I found myself forgetting who was who.  
negative;The new product activation makes this even more of a pain
negative;The Ngage is still lacking in earbuds.
positive;The noise shield is incrediable.
negative;The nokia CA-42 USB cable did not work with my phone.
negative;The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.
negative;The only downside is the service.
positive;The only good thing was our waiter, he was very helpful.
positive;The only good thing was that it fits comfortably on small ears.
negative;The only place good for this film is in the garbage.  
negative;The only possible way this movie could be redeemed would be as MST3K fodder.  
negative;The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  
negative;The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.
negative;The only thing I wasn't too crazy about was their guacamole as I don't like it purified.
positive;The only thing really worth watching was the scenery and the house, because it is beautiful.  
negative;The only thing that disappoint me is the infra red port (irda).
negative;The only thing worse than Taylor's acting was Stanwyck's singing.  
negative;the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!
negative;The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  
positive;The performances are real and gripping, the crocodile is extremely well done and the swamp location is fabulous.  
positive;The phone can also take great pictures and even video clips.
negative;The phone crashed completely and now I have to get it replaced.
positive;The phone is sturdy and waterproof.
positive;The phone loads super!
negative;the phone was unusable and was not new.
positive;The pizza selections are good.
negative;The pizza tasted old, super chewy in not a good way.
neutre;The pizza was good , not great .
