Label;Text
negative;The new characters weren't all that memorable, and I found myself forgetting who was who.  
negative;The new product activation makes this even more of a pain
negative;The Ngage is still lacking in earbuds.
positive;The noise shield is incrediable.
negative;The nokia CA-42 USB cable did not work with my phone.
negative;The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.
negative;The only downside is the service.
positive;The only good thing was our waiter, he was very helpful.
positive;The only good thing was that it fits comfortably on small ears.
negative;The only place good for this film is in the garbage.  
negative;The only possible way this movie could be redeemed would be as MST3K fodder.  
negative;The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  
negative;The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.
negative;The only thing I wasn't too crazy about was their guacamole as I don't like it purified.
positive;The only thing really worth watching was the scenery and the house, because it is beautiful.  
negative;The only thing that disappoint me is the infra red port (irda).
negative;The only thing worse than Taylor's acting was Stanwyck's singing.  
negative;the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!
negative;The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  
positive;The performances are real and gripping, the crocodile is extremely well done and the swamp location is fabulous.  
positive;The phone can also take great pictures and even video clips.
negative;The phone crashed completely and now I have to get it replaced.
positive;The phone is sturdy and waterproof.
positive;The phone loads super!
negative;the phone was unusable and was not new.
positive;The pizza selections are good.
negative;The pizza tasted old, super chewy in not a good way.
neutral;The pizza was good , not great .
positive;The place looks really cool 
negative;The place was fairly clean but the food simply wasn't worth it.
negative;The place was not clean and the food oh so stale!
negative;The plantains were the worst I've ever tasted.
negative;The plastic breaks really easy on this clip.
negative;The pleather case doesn't fit.
negative;The plot - well, I said I'd let that one go.  
negative;The plot doesn't hang together at all, and the acting is absolutely appalling.  
negative;The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  
negative;The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  
negative;The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  
negative;The plot was the same as pretty much every other cheap horror.  
negative;The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  
negative;The plug did not work very well.
positive;The point is the journey, a journey that touches every member of the family.  
negative;The poor actors.  
negative;The poor batter to meat ratio made the chicken tenders very unsatisfying.
negative;the presentation of the food was awful.
positive;The price is reasonable and the service is great.
positive;The price of the cable was excellent.
positive;The price was very good and with the free shipping and all it was a good purchase.
negative;The problem was the script.  
negative;The puppets look really cheesy , not in a good way.  
negative;The real disappointment was our waiter.
negative;The real killer is the volume, and of course it breaking.
positive;The reception has been generally good.
positive;The reception is excellent!
positive;The reception through this headset is excellent.
negative;The refried beans that came with my meal were dried out and crusty and the food was bland.
negative;The replacement died in a few weeks.
positive;The rest of the cast also play well.  
negative;The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  
negative;The restaraunt smells like a combination of a dirty fish market and a sewer.
positive;The restaurant atmosphere was exquisite.
negative;The result is a film that just don't look right.  
negative;The results, well, are a shame.  
negative;The ripped banana was not only ripped, but petrified and tasteless.
negative;The scallop dish is quite appalling for value as well.
positive;The scenery that the two daughters paint and photograph are beautiful.  
positive;The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  
negative;The screen does get smudged easily because it touches your ear and face.
positive;The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.
negative;The script is a big flawed mess.  
negative;The script is bad, very bad  it contains both cheesiness and unethical joke.  
negative;The script is horrendously stupid.  
negative;The script looks as if only a rough draft was written and shooting began before a finished script was completed.  
positive;The scripting of the subtle comedy is unmatched by any movie in recent years.  
positive;The seafood was fresh and generous in portion.
negative;The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  
positive;The selection on the menu was great and so were the prices.
negative;The selection was probably the worst I've seen.....there was none.
positive;The seller is very understanding and patient, I would definitely buy from them again.
negative;The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
negative;The servers are not pleasant to deal with.
negative;The service here is fair at best.
positive;The service is usually good .
negative;The service was a bit lacking.
negative;The service was extremely slow.
positive;The service was great, even the manager came and helped with our table.
negative;The service was not up to par, either.
positive;The service was outshining.
negative;The service was poor.
negative;The service was terrible though.
negative;The service was terrible, food was mediocre.
positive;The sets are amazing....stylized, beautiful and effective.  
negative;The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  
negative;The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  
positive;The shrimp tender and moist.
positive;The Songs Were The Best And The Muppets Were So Hilarious.  
positive;The sound is clear and the people I talk to on it are amazed at the quality too.
negative;The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.
positive;The sound quality is excellent as well.
positive;The sound quality is good and functionality is awesome.
negative;The soundtrack sucked.  
negative;the spaghetti is nothing special whatsoever.
negative;The speaker is of low quality so as making the ring tones sound very cheap.
positive;The staff are great, the ambiance is great.
negative;The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.
positive;the staff is friendly and the joint is always clean.
positive;The staff is great, the food is delish, and they have an incredible beer selection.
positive;The staff was very attentive.
negative;The stories were as unbelievable as the actors.  
positive;The stories were powerful explorations of the nature of man and of art.  
positive;The story is also both funny and poignant at times.  
negative;The story is beyond stupid.  
negative;The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  
negative;The story itself is just predictable and lazy.  
negative;The story line is just awful!  
negative;The story line is totally predictable.  
negative;The story starts too fast with absolutely no suspense or build-up in the slightest.  
negative;"The summary of this product is that it is ""highly unusable""."
positive;The suspense builders were good.  
positive;The sweet potato fries were very good and seasoned well.
negative;The system hangs.
negative;The system repeated the same annoying problems .
negative;The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.
positive;The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  
negative;The text messaging feature is really tricky to use.
positive;The things that the four kids get themselves into is absolutely hilarious to watch.  
positive;The tracfone website is user friendly and makes it easy to activate, etc.
positive;The transfers are very good.  
negative;The turkey and roast beef were bland.
positive;The two main characters may be two of the most believable children I ever saw put on screen.  
negative;The update procedure is difficult and cumbersome.
negative;The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  
negative;The very idea of it was lame.  
negative;The visual effects were AWFUL.  
positive;The voice recognition thru the handset is excellent.
positive;The volume for the ringer is REAL good.
negative;The waiter wasn't helpful or friendly and rarely checked on us.
positive;The waitress and manager are so friendly.
positive;The waitresses are very friendly.
positive;The warmth it generates is in contrast to its austere backdrop.  
negative;The whole experience was underwhelming.
positive;the whole film was shot as elaborately and aesthetically like a sculpture.  
negative;The Wife hated her meal, and our friends really did not enjoy their meals, either.
positive;The Wind and the Lion is well written and superbly acted.  
negative;The WORST EXPERIENCE EVER.
negative;The worst one of the series.  
negative;the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.
negative;The worst phone I've ever had.... Only had it for a few months.
negative;The worst piece of crap ever along with the Verizon customer service.
negative;The worst, sappiest dialogue... I could go on and on.  
positive;Their menu is diverse, and reasonably priced.
negative;Their network coverage in Los Angeles is horrible.
positive;Their on-screen chemistry, critical to the entire film, is genuine.  
negative;Themes and Screen Savers are mediocre.
negative;Then a few days later the a puff of smoke came out of the phone while in use.
negative;Then I exchanged for the same phone, even that had the same problem.
negative;Then I had to continue pairing it periodically since it somehow kept dropping.
positive;Then I watched it again two Sundays ago  and I began to really enjoy it and this time I taped the entire thing.  
negative;Then our food came out, disappointment ensued.
negative;Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  
negative;Then the film just dropped the ball.  
negative;Then, there's the plot holes.  
negative;there are  license issues
negative;There are many continuity errors.
positive;There are massive levels, massive unlockable characters... it's just a massive game.  
negative;there are so many problems i dont know where to start.  
positive;There are some generally great things in it.  
negative;There are the usual Hitchcock logic flaws.  
negative;There aren't death scenes like in previous movies and the f/x are terrible.  
positive;There have been improvements: a better look
positive;There is a brilliant twist ending.  
positive;There is a lot of beautiful places.  
negative;There is a totally unnecessary train/roller coaster scene.  
negative;There is absolutely nothing on the installation CD.
negative;there is no  menu bar at the top to help take the guess work out of using the program.
negative;There is no plot here to keep you going in the first place.  
negative;THERE IS NO PLOT OR STORYLINE!!  
negative;there is no real plot.  
negative;There is not a deal good enough that would drag me into that establishment again.
negative;There is nothing authentic about this place.
negative;There is nothing privileged about working/eating there.
negative;There is simply no excuse for something this poorly done.  
positive;There is some pretty good acting.  
positive;There still are good actors around!  
negative;There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  
negative;There was absolutely no warmth or charm to these scenes or characters.  
negative;There was hardly any meat.
negative;There was NOTHING believable about it at all.  
negative;There was so much hype over this phone that I assumed it was the best, my mistake.
negative;There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  
negative;There were too many close ups.  
negative;There's a horrible tick sound in the background on all my calls that I have never experienced before.
negative;There's a reason why this stuff is significantly discounted.
negative;There's also enough hypocrisy in this film to make me vomit.  
positive;There's barely a boring moment in the film and there are plenty of humorous parts.  
positive;These are certainly very comfortable and functionality is decent.
positive;These are fabulous!
negative;These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  
positive;These are the nicest restaurant owners I've ever come across.
positive;These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.
negative;These products cover up the important light sensor above the ear outlet.
negative;they are selling info that you can learn from ANYONE with VERY LIMITED computer knowledge. 
positive;THey are so cool!
positive;They are so easy to love, but even more easy to identify with.  
negative;They brought a fresh batch of fries and I was thinking yay something warm but no!
positive;They could be used as exemplars for any set designer.  
negative;they didn't look too appealing.
negative;They do not care about the consumer one bit.
positive;They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.
positive;They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.
positive;They have a really nice atmosphere.
positive;They have great dinners.
negative;They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.
positive;They keep getting better and better.
negative;They made this case too small and is very difficult to install.
neutral;They offer a variety of smoothies and fresh juices 
negative;They refuse to refund or replace.
positive;They were excellent.
negative;They work about 2 weeks then break.
negative;Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  
negative;Things that went wrong: - They burned the saganaki.
negative;Think it over when you plan to own this one!This sure is the last MOTO phone for me!
positive;Think of the film being like a dream.  
negative;Third, the cheese on my friend's burger was cold.
negative;THIS  company is an embarrassing mess
negative;This  guy and anyone that works for him should be ashamed.
negative;This allows the possibility of double booking for the same date and time after the first.
positive;This battery is an excellent bargain!
positive;This case has passed the one year mark and while it shows signs of wear, it is 100% functional.
positive;This case seems well made.
negative;This company charge me a restocking fee and still not given me my refund back.
negative;This convention never worked well in the past, and certainly doesn't work here.  
positive;This device is great in several situations.
negative;This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.
negative;This film has no redeeming features.  
negative;This film is an insult to the movie-going public.  
positive;This film offers many delights and surprises.  
negative;This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  
positive;This frog phone charm is adorable and very eye catching.
positive;This game rocks.  
negative;This gets a 1 out of 10, simply because there's nothing lower.  
negative;This GPS system have a redeeming quality .
negative;This greedy corporation will NEVER see another dime from me!
positive;This hands-free phone speaker is AWESOME.
positive;This if the first movie I've given a 10 to in years.  
negative;This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  
positive;This is a beautiful phone.
negative;This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  
negative;This is a disgrace.
positive;This is a good battery, and it got here really fast.
positive;This is a good joint.
positive;This is a great deal.
positive;This is a great little item.
positive;This is a great phone!.
positive;This is a GREAT place to eat!
positive;This is a great product..... sure beats using your fingers!.
positive;This is a great restaurant.
positive;This is a perfectly acceptable restaurant .
positive;This is a really fantastic Thai restaurant which is definitely worth a visit.
negative;This is a simple little phone to use, but the breakage is unacceptible.
positive;This is a stunning movie.  
positive;"This is a very ""right on case"" movie that delivers everything almost right in your face.  "
negative;This is a VERY average phone with bad battery life that operates on a weak network.
positive;This is actually a very smart movie.  
positive;This is an excellent film.  
positive;This is an excellent tool, especially when paired with your phone's auto-answer.
positive;This is an extraordinary film.  
positive;This is an unbelievable BARGAIN!
negative;This is by far the worst purchase I've made on Amazon.
positive;This is cool because most cases are just open there allowing the screen to get all scratched up.
positive;This is definitely a cult classic well worth viewing and sharing with others.  
negative;This is definitely one of the bad ones.  
positive;This is definitely one of the better documentaries I have seen.  
negative;This is essentially a communications tool that does not communicate.
positive;This is great when you are in the mood for something different .
positive;This is hands down the best phone I've ever had.
positive;This is high adventure at its best.  
negative;This is infuriating.
positive;This is just a great movie.  
negative;This is not movie-making.  
positive;This is nothing short of amazing .
positive;This is one of most accessible films.  
positive;This is one of the best bars with food in Vegas.
positive;This is one of the best movies out there that shows such strong sibling bond for each other.  
positive;This is one of the better buffets that I have been to.
negative;This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  
negative;This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  
negative;This is probably the most irritating show I have ever seen in my entire life.  
positive;This is simply the BEST bluetooth headset for sound quality!
negative;This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.
neutral;this is something one can live without. 
positive;This is such a fun and funny movie.  
positive;This is the kind of money that is wasted properly.  
positive;This is the number one best TH game in the series.  
positive;This is the place where I first had pho and it was amazing!!
negative;this is the worst sushi i have ever eat besides Costco's.
negative;This is the worst version  to be released. 
positive;This is truly an art movie--it actually has a lot of art in it.  
positive;This item is fantastic and works perfectly!
positive;This item is great, installed it, let it charged up overnite and it has been working good every since with no problems
positive;This little device has transformed my organizational capability and made my life a whole lot easier.
negative;This may be the only bad film he ever made.  
positive;This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  
positive;This movie creates its own universe, and is fascinating in every way.  
positive;This movie has a cutting edge to it.  
positive;This movie is a good and humorous comment on life.  
negative;This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  
negative;This movie is a solid example of a bad plot and a very, very bad idea all the way.  
positive;This movie is also revealing.  
negative;This movie is BAD.  
positive;This movie is excellent!I totally recommend this movie.
positive;This movie is great--especially if you enjoy visual arts.  
positive;This movie is possibly one of the most creative works of horror ever.  
positive;This movie is so awesome!  
negative;This movie is so mind-bendingly awful, it couldn't have even been created.  
negative;This movie is terrible.  
positive;This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  
negative;This movie sucked really bad.  
negative;This movie suffered because of the writing, it needed more suspense.  
negative;This movie totally grates on my nerves.  
positive;This movie was kind of long in length, but I enjoyed every minute of it.  
negative;This one is simply a disappointment.
negative;This one is very confusing and frustrating. 
negative;This one just fails to create any real suspense.  
positive;This one works and was priced right.
negative;This pair of headphones is the worst that I have ever had sound-wise.
negative;This particular model would not work with my Motorola Q smartphone.
negative;This pathetic thief to steal from his customers by charging their credit card 80 bucks a month without their permission.
positive;This phone is pretty sturdy and I've never had any large problems with it.
positive;This phone is slim and light and the display is beautiful.
positive;This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.
negative;This phone might be the worst I've ever had in any brand.
negative;This phone tries very hard to do everything but fails at it's very ability to be a phone.
positive;This phone works great.
negative;This place deserves no stars.
negative;This place has a lot of promise but fails to deliver.
positive;This place has good food and huge portions .
positive;This place is amazing!
negative;This place is disgusting!
positive;this place is good.
positive;This place is great!!!!!!!!!!!!!!
positive;This place is hands-down one of the best places to eat in the Phoenix metro area.
negative;This place is horrible and way overpriced.
negative;This place is not quality sushi, it is not a quality restaurant.
negative;This place is not worth your time.
negative;This place is overpriced!
positive;This place is two thumbs up....way up.
negative;This place is way too overpriced for mediocre food.
negative;This place lacked style!!
positive;This place receives stars for their APPETIZERS!!!
negative;This place should honestly be blown up.
positive;This place was such a nice surprise!
negative;This product exists for one purpose... to steal from you
negative;This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it
negative;this product is a disappointment.
negative;This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.
positive;This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.
positive;This product is ideal for people like me whose ears are very sensitive.
negative;this product is just plain bad.  
negative;This product is very High quality Chinese CRAP!!!!!!
neutral;this program can convert it from any input into a digital format.
positive;this program is secure. 
positive;This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  
negative;This scene is very strong and unpleasant.  
negative;This short film certainly pulls no punches.  
negative;This show is made for Americans - it is too stupid .  
negative;This software didn't quite do what I expected. 
negative;This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  
positive;this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.
negative;This was a flick doomed from its conception.  
negative;This was a poor remake.  
negative;This was like the final blow!
negative;This was one of the worst films i have ever seen.  
negative;This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  
positive;This was such an awesome movie that i bought it off of Ebay.  
negative;This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.
positive;This wonderful experience made this place a must-stop whenever we are in town again.
negative;This would not even be good as a made for TV flick.  
negative;Thoroughly disappointed!
positive;Those phones are working just fine now.
positive;Three of the most visually appealing movies i've ever seen.  
negative;Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!
positive;Timely shipment and quality product.
positive;T-Mobile has the best customer service anywhere.
negative;To be honest with you, this is unbelievable nonsense and very foolish.  
negative;To call this movie a drama is ridiculous!  
negative;To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.
negative;"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  "
negative;To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  
positive;Today is the second time I've been to their lunch buffet and it was pretty good.
negative;Today the graphics are crap.  
negative;Too bad you have to pay up to $$$ a month for the service!
negative;Too politically correct.  
negative;Top line: Don't waste your time and money on this one, its as bad as it comes.  
negative;Total brunch fail.
negative;Total letdown.
negative;TOTAL WASTE OF TIME.
positive;Totally believable.  
positive;Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  
negative;Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.
negative;Tried to go here for lunch and it was a madhouse.
negative;Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  
negative;Truly awful.
positive;Truly perfect .
negative;Trying to make a call on these is an exercise in frustration.
negative;Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).
negative;Unfortunately it did not work.
negative;Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).
negative;Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.
negative;Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.
negative;Unfortunately, any virtue in this film's production work was lost on a regrettable script.  
negative;Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  
negative;Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  
negative;Unfortunately, it only set us up for disappointment with our entrees.
negative;Unfortunately, it was not good.
negative;Unfortunately, this is a bad movie that is just plain bad.  
negative;Unreliable - I'm giving up.
positive;Update.....went back for a second time and it was still just as amazing
positive;Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  
negative;Used and dirty.
negative;useless phone, simply deaf.
negative;Utter crap.. Sound quality is TERRIBLE.
negative;Utterly without merit on any level, this is akin to torture.  
negative;Very Bad Customer Service !
negative;Very bad Experience!
negative;very bad performance plays Angela Bennett, a computer expert who is at home all the time.  
negative;VERY cheap plastic, creaks like an old wooden floor.
positive;very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.
positive;VERY comfortable.
negative;Very disappointed and wondered how it could be in the Oscar shortlist.  
negative;Very disappointed in accessory zone.
negative;VERY DISAPPOINTED.
negative;Very disappointing!!!
negative;Very disappointing.
negative;Very disappointing.  
negative;Very Displeased.
negative;Very Dissapointing Performance.
positive;Very easy to use.
positive;Very friendly staff.
positive;VERY funny!  
positive;Very good food, great atmosphere.
positive;Very good lunch spot.
positive;Very good phone.
positive;very good product, well made.
positive;Very good quality though
positive;Very good stuff for the price.
positive;Very good, though!
positive;Very happy with this product.
negative;Very little music or anything to speak of.  
negative;Very much disappointed with this company.
positive;Very nice and relaxing late night viewing.  
positive;Very nice.
positive;Very pleased with this headset.
negative;Very poor service.
positive;Very prompt service.
positive;Very satisifed with that.
negative;very tough and very short on flavor!
negative;Very unreliable service from T-mobile !
positive;Very very fun chef.
positive;Very well made and fits my Surefire GX2 perfectly.
negative;Very, very sad.
negative;Victor  was even bad, and Brian DonLevy was almost unrecognizable.  
positive;Virgin Wireless rocks and so does this cheap little phone!
positive;Voice recognition is tremendous!
positive;W810i is just SUPERB.
negative;WAAAAAAyyyyyyyyyy over rated is all I am saying.
negative;Waited and waited and waited.
positive;Waitress was good though!
positive;Waitress was sweet and funny.
negative;WARNING - DO NOT BUY!!.
negative;Warning - Stay away.
negative;Was not happy.
negative;Waste of 13 bucks.
negative;Waste of money.
positive;Waste your money on this game.  
negative;Wasted two hours.  
negative;Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
neutral;We all had trouble deciding what to order .
positive;We are so glad we found this place.
negative;We could not believe how dirty the oysters were!
positive;We definately enjoyed ourselves.
negative;We had a very disappointing experience today at over easy .
positive;We had fantastic service, and were pleased by the atmosphere.
negative;We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.
positive;We have gotten a lot of compliments on it.
negative;We have tried 2 units and they both failed within 2 months.. Pros
positive;We love the atmpsphere .
positive;We loved the place.
negative;We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
negative;We received a WHITE colored battery that goes DEAD after a couple hours.
negative;We recently witnessed her poor quality of management towards other guests as well.
positive;We 've never been disappointed .
positive;We walked away stuffed and happy about our first Vegas buffet experience.
positive;We were greeted with a friendly smile and a `` no worries '' from our waitress .
positive;We were just there and i 'm thinking about going back again 
negative;we were very disappointed with the food and service.
neutral;We will miss this place no doubt for many reasons .
negative;We will not be coming back.
negative;We won't be going back anytime soon!
negative;We won't be going back.
negative;We won't be returning.
positive;We would recommend these to others.
positive;We'd definitely go back here again.
neutral;Well come and speak to him
neutral;Well he takes them to the post office
neutral;Well honestly I don't know because I haven't been in the discussions
positive;WELL I'M SATISFIED.
negative;We'll never go again.
positive;Well packaged, arrived on time, and works as intended.
negative;Well... Just if you keep thinking how bad it is.  
negative;Went for lunch - service was slow.
negative;What a big waste of time.
positive;What a cool place !!
negative;what a disappointment
negative;What a mistake that was!
negative;What a mistake.
negative;What a piece of junk.. I lose more calls on this phone.
negative;What a poor effort!
negative;What a waste of money and time!.
negative;What a waste of time!
negative;What a waste!  
negative;What a waste.
negative;What did bother me, was the slow service.
positive;What happened next was pretty.
negative;What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  
negative;What on earth is Irons doing in this film?  
negative;What possesed me to get this junk, I have no idea...
negative;What the hell kind of crap is that?!  
negative;What this film lacks is a convincing script.  
neutral;What time does she go to work?
positive;Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  
negative;Whatever prompted such a documentary is beyond me!  
negative;Whatever the producer was going for, he missed entirely.  
negative;What's worse!!!!!! 
negative;When I opened the sandwich, I was impressed, but not in a good way.
negative;When I saw it in the theater I thought I was going to be sick.  
negative;When it opens, the battery connection is broken and the device is turned off.
negative;Which are small and not worth the price.
negative;Which has more depth and character than the man underneath it.  
negative;Which is precisely why I am giving it such a bad review!  
negative;While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.
negative;Who in their right mind is gonna buy this battery?.
negative;Why are these sad little vegetables so overcooked?
negative;Why was this film made?  
positive;Will be back again!
positive;will definitely be back!
positive;Will definitely be dining here again .
positive;Will go back next trip out.
negative;WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
negative;Will never, ever go back.
negative;Will not be back.
positive;With great sound effects, and impressive special effects, I can't recommend this movie enough. 
negative;With the originality and freshness of the first movie now spent, this remake had little else to offer.  
negative;talk about awful.  
negative;Won't ever go here again.
negative;Won't go back.
negative;won't work right or at least for me.
positive;Worked great!.
positive;Worked perfectly!
positive;Worked very well.
positive;Works fine.
positive;Works good.
positive;Works great!.
positive;Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.
positive;Works great.
positive;Works like a charm.. Works as advertised.
positive;"Works like a charm; it work the same as the one I got with the phone."
positive;Works well.
negative;Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.
negative;Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  
negative;Worst Customer Service Ever.
negative;Worst customer service.
negative;Worst ever.
negative;Worst food/service I've had in a while.
negative;Worst hour and a half of my life!Oh my gosh!  
negative;Worst martini ever!
negative;WORST PHONE EVER.
negative;Worst service to boot, but that is the least of their worries.
negative;Worst software ever used.... If I could give this zero stars I would.
negative;Worst That ever.
positive;Worth every penny.
negative;worthless product.
positive;WORTHWHILE.
negative;Would not go back.
negative;Would not reccommend.
negative;Would not recommend to others.
positive;Would recommend this item.
positive;Wow !
negative;Wow, what a bad film.  
positive;Wow... Loved this place.
neutral;Yeah well they say that they're too large to poach them with they come over the top there we are thank you
negative;Yeah, the movie pretty much sucked.  
positive;Yes it's shiny on front side - and I love it!
neutral;Yes oh yes that's right
negative;Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  
negative;Yes, it's that bad.  
positive;Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  
negative;Yet plantronics continues to use the same flawed charger design.
positive;Yet, I enjoy watching it.  
negative;You also cannot take pictures with it in the case because the lense is covered.
negative;You can find better movies at youtube.  
positive;you can watch them preparing the delicious food!)
positive;You can't beat the price on these.
negative;You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  
negative;You can't relate with them, hell you barely can understand them.  
negative;You could drive a semi truck into these holes!  
negative;you could only take 2 videos at a time and the quality was very poor.
positive;You get incredibly fresh fish, prepared with care.
negative;You have to hold the phone at a particular angle for the other party to hear you clearly.
positive;You learn a lot about the real inside emotions of people in this movie.  
negative;You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.
negative;you need to buy additional dvd burning software.
positive;You will leave the theater wanting to go out and dance under the stars.  
positive;You won't be disappointed.
positive;You won't forget this movie!  
positive;You won't regret it!
neutral;You work it out
negative;You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  
positive;You'll love how thin it is.
positive;You'll love it!  
negative;Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  
positive;Works great!.
positive;So Far So Good!.
positive;Very good quality
negative;I advise EVERYONE DO NOT BE FOOLED!
negative;worthless product.
positive;You will not regret it!
negative;no star
negative;zero star
positive;You will love it!  
positive;I enjoy watching the film
positive;You won't forget it!  
positive;you will not be disappointed.
positive;it's not disappointing.
negative;Worst service
negative;worst product
negative;worst
negative;the rooms need a renovation location and cleanliness
negative; Breakfast staff reasonably rude
negative; Very old furniture noisy uncomfortable bed
negative;Rooms were very old and in need of modernisation
